Codigo,Descripcion,Familia,Stock
V45BBX26101,Correa Nylon Negro 20 mm 100 cm,BUBIMEX,15
V45BBX2631,ARNES ANIMAL PRINT T-XS AZUL,BUBIMEX,14
V45BBX2633,ARNES ANIMAL PRINT T-M AZUL,BUBIMEX,12
V45BBX2641,CORREA ANIMAL PRINT TRIPO AZUL,BUBIMEX,13
V45BBX2659,COLLAR ANIMAL PRINT T-S BLANCO,BUBIMEX,12
V45BBX3430,ESPUMA LIMPIA PATAS Y ALMOHADILL,BUBIMEX,48
V45BBX394,"COMEDERO ACERO INOX 0,45L.",BUBIMEX,36
V45BBX4071,BUBIREX DINO HUEVO 14 CM 1 unid.,BUBIMEX,51
V45BBX446,PELOTAS VARIAS GOMA 9 cm.,BUBIMEX,22
V45BBX4503,SQUEAK BALL M x3,BUBIMEX,71
V45BBX4764,PELUCHE XXL KOALA 87 cm.,BUBIMEX,21
V45BBX4958,"BUBICHEF BOWL NARANJA 16,5 CM.",BUBIMEX,18
V45BBX542,HUESO NUDO GRANEL 18 CM (20u),BUBIMEX,7
V45BBX5613,EXP.MINI CROISSA POLLO/FRESA 20U,BUBIMEX,7
V45BBX5623,EXP. GOFRE 20 Udes.35 gr.,BUBIMEX,19
V45BBX572,OREJA DE CONEJO CON POLLO 50 UDE,BUBIMEX,15
V45BBX605,BUBISNACK MIXTOS 500 GR.,BUBIMEX,36
V45BBX6054,EXPOSITOR BUBIMEX MOSTRADOR,BUBIMEX,12
V45BBX612,TIRAS DE BUEY 800 gr.,BUBIMEX,6
V45BBX6171,BOTE DE STICKS DE AVE 500 gr.,BUBIMEX,11
V45BBX6190,DENTAL+DENTIES PACK 720 GR.,BUBIMEX,25
V45BBX632,GALLETAS HUESITO SURTIDO 1 KG.,BUBIMEX,34
V45BBX6537,EXP. HELADO DE FRUTAS 60 Udes.,BUBIMEX,4
V45BBX6542,VEGGIES CEPILLO DENTAL T- S 200u,BUBIMEX,3
V45BBX6550,VEGGIES STICKS NATURALES 150U 12,BUBIMEX,4
V45BBX7030,"HUESO GIGANTE BUEY XXL 1,5 KG",BUBIMEX,23
V45BBX725,RABO BOVINO 13-15 CM. 20 UDES.,BUBIMEX,5
V45BBX78020,PELUCHE SNOWMAN 17 CM.,BUBIMEX,17
V45BBX784,FILETS DE OCA 80 GR.,BUBIMEX,74
V45BBX8050-TIEND,BUBI NATURE DOG PECHUGA 150 gr.,BUBIMEX,12
V45BBX8053,BUBI NATURE DOG JAMON&POLLO 150,BUBIMEX,16
V45BBX842,ZAPATOS MASTICABLES MAXI,BUBIMEX,10
V45BBX8918,PALO OLIVO T-S 100 GR.antiastill,BUBIMEX,65
V45BBX8944,CUERNO DE BUFALO RELLENO 12C 15U,BUBIMEX,3
V45BBX8996,SOFTIES SKIN COAT POLLO 120G 8UD,BUBIMEX,35
V45BBX9024-TIEND,BUBI NATURE CAT ATUN & POLLO 70g,BUBIMEX,16
V45BBX9034-TIEND,BUBI NATURE CAT POLLO&CALABA 70,BUBIMEX,23
V45BBX9050,BUNINATURE CAT PESCADO MAR 70 gr,BUBIMEX,18
V45BBX9064,BUBI NATURE CAT STERIL POLLO 70,BUBIMEX,167
V45BBX9072,BUBI NATURE CAT ATUN&POLLO 140 g,BUBIMEX,10
V45BBX912,CAT FISHLIES CON SALMON 50 GR.,BUBIMEX,52
V45BBX919,CAT CORAZONES DE POLLO 50 GR.,BUBIMEX,89
V45BBX9260,WRAPS GATO DE POLLO 3 Uds.,BUBIMEX,37
V45BBX9632,RASCADOR CACTUS SAGUARO 52 CM.,BUBIMEX,5
V45BBX9698,RASCADOR CARTON CUNA 54x41x41c,BUBIMEX,13
V46MFG033,INSECTICIDA GATOS 250 ML.,ARTICULOS VP,5
V46MFP153,INSECTICIDA PERROS 250 ML.,ARTICULOS VP,22
V46MFP471,CHAMPU POLVO REPELENTE INSEC 250,ARTICULOS VP,0
V55JU03001,KONG CLASSIC RED M MEDIANO 7-16,GLORIA,0
V820024, *PALILLO COLOR 25 CM (20 unid),SNACKS VARIOS,8
V8207602,*** NERVIO BUEY 12 CM. (10 Udes.,SNACKS VARIOS,2
V85722032075,BOMBILLA LIGHTON 13W BLISTER,PECES,3
V93CO6600,"Enc. SILEX GRIT COARSE 1,5 KG.",PSITTACUS,0
V31449299,WHISKAS CORE SEL.CLASI JUNIOR(13,MARS,6
V31456266-TIENDA,"DENTASTIX MENSUA PEQU 8,5 E",MARS,0
V33PAL25000,SHAMBI PALOMA C/ MAIZ 25 KG,DAPAC PREMIUM SHAMBI,15
V4150140,JAULA PAJARO 25 BLANCO,PEDROS,2
V4150257,JAULA CRIA 60 ZINCADA C/SEPARAC,PEDROS,8
V4151141,PELERO 30 UNIDADES,PEDROS,6
V4152690,*** SOPORTE  TUNEL HAMSTERS,PEDROS,9
V45BBX25000,Collar Nylon Rojo 10mm 20/30 cm,BUBIMEX,15
V45BBX25703,Arn‚s Nylon Marron  20 mm 52/80,BUBIMEX,15
V45BBX26002,Correa Nylon Verde  15 mm 120 cm,BUBIMEX,15
V45BBX2619,ARNES ANIMAL PRINT T-XL GRIS,BUBIMEX,13
V45BBX26200,Correa Nylon Rojo  25 mm 100 cm,BUBIMEX,15
V45BBX26203,Correa Nylon Marron  25 mm 100 c,BUBIMEX,15
V45BBX2629,COLLAR ANIMAL PRINT T-L AZUL,BUBIMEX,10
V45BBX26401,Correa Nylon Negro  3 positions,BUBIMEX,14
V45BBX2643,COLLAR ANIMAL PRINT T-S,BUBIMEX,11
V45BBX2646,COLLAR ANIMAL PRINT T-XL FUCSIA,BUBIMEX,12
V45BBX2664,ARNES ANIMAL PRINT T-S BLANCO,BUBIMEX,12
V45BBX2767,ALFOMBRA REFRESCANTE REVERSIB L,BUBIMEX,30
V45BBX3074,ESCALERA PAJARO 20 CM.,BUBIMEX,32
V45BBX3095,PERCHA PAJARO T-M 15 CM.,BUBIMEX,21
V45BBX335,DENTAL+GEL HIGIENE DENTAL 100 G,BUBIMEX,30
V45BBX3530,DISPENSADOR BOLSITAS NYLON NEGRO,BUBIMEX,15
V45BBX4079,JUGUETE ULTRA STONG RUBBER CLASS,BUBIMEX,24
V45BBX4082,"JUGUETE ULTRA STRONG ROJO 9,5 cm",BUBIMEX,10
V45BBX4515,"HUESO ULTRA RESISTENTE 20,5x7,5",BUBIMEX,26
V45BBX4658,KLYDE JUGUETE CUERDA AZUL T-M,BUBIMEX,30
V45BBX4670,PELOTA CUERDA CON ASA 7x20 CM.,BUBIMEX,7
V45BBX4720,JUGUETE PELUCHE PULPO 15 cm.,BUBIMEX,17
V45BBX516,ROLLS DE POLLO 20 Udes. 26 CM.,BUBIMEX,20
V45BBX5301,PESAS DE POLLO 100 UDES. 7 CM.,BUBIMEX,10
V45BBX538,HUESO PRENSADO GRANEL 32 CM (5ud,BUBIMEX,19
V45BBX544,HUESO NUDO GRANEL 38 CM (10u),BUBIMEX,6
V45BBX5611,EXP. MINI CROISSA POLLO/ZANA 20U,BUBIMEX,10
V45BBX5774,HUESOS DE COLAGENO 32 CM.(16 ud),BUBIMEX,101
V45BBX6192,DENTAL+DENTIES MULTIPACK T-S,BUBIMEX,40
V45BBX641,GALLETAS MULTIS GRANEL 2 KG.,BUBIMEX,6
V45BBX6600,ACEITE VITALIDAD 500 ML.,BUBIMEX,4
V45BBX6620,ACEITE DE CANNABIS 500 ML.,BUBIMEX,6
V45BBX6689,POLVO DE ZANAHORIA 400 GR.,BUBIMEX,11
V45BBX6851,WRAPS PERRO POLLO Y PATO  3 Uds.,BUBIMEX,14
V45BBX7040,HUESO MEDIO JAMON AL VACIO 150G,BUBIMEX,43
V45BBX713,NERVIOS BUEY 12 CM PREMIUM 25 Ud,BUBIMEX,18
V45BBX717,NERVIOS DE BUEY 12 CM 25 UDES.,BUBIMEX,14
V45BBX7242,BUBIMEX OREJAS CONEJO S/PELO 100,BUBIMEX,10
V45BBX7370,BUBIMEX TRAQUEA BOVINA 500 GR.,BUBIMEX,7
V45BBX7449,NL PIEL DE CAMELLO 200 GR.,BUBIMEX,29
V45BBX7471,TAQUITOS DE CORDERO 50 GR.,BUBIMEX,40
V45BBX7715,PATAS DE POLLO 50 UDES. 800 GR.,BUBIMEX,7
V45BBX7718,PATAS DE PATO 50 UNIDADES,BUBIMEX,4
V45BBX778,CHEESIES DE POLLO CON QUESO 125G,BUBIMEX,50
V45BBX7895,BALON MULTICOLOR CON ASA 14 cm,BUBIMEX,24
V45BBX7897,JUGUETE GATO SURTIDO NAVIDAD 4 U,BUBIMEX,21
V45BBX7991,NATURE LABEL FILETES PESCADO 40g,BUBIMEX,20
V45BBX8002R,HUESO PRENSADO 11 cm  15 x2 Udes,BUBIMEX,7
V45BBX823,BONIES HUESO BLANCO NUDO 25 CM.,BUBIMEX,6
V45BBX8599,ARITOS COLAGENO CON SALMON 18 Ud,BUBIMEX,30
V45BBX9028,BUBI NATURE CAT ATUN&ZANAHORIA 7,BUBIMEX,19
V45BBX9099,BUBI NATURE CAT MULTIPACK 6x70 g,BUBIMEX,134
V45BBX9231,CREAMY CAT ATUN&POLLO 60Gx4 12U,BUBIMEX,8
V45BBX945,JUGUETE RATON JEAN CON CATNIP,BUBIMEX,31
V45BBX9696,RASCADOR CARTON PLANO CONFORT 45,BUBIMEX,19
V45BBX970,COMEDERO INOXIDABLE GATO 11 cm.,BUBIMEX,32
V45BBX97011,BARBACOA PORTATIL METAL,BUBIMEX,3
V421005,"CBD ACEITE GATOS 2,5% PETIBIDIOL",CANDIDTAIL,7
V45BBX2184,COMEDERO CERAMICA ROEDOR 16 cm.,BUBIMEX,12
V45BBX25400,Collar Nylon Rojo 40mm 55/70 cm,BUBIMEX,15
V45BBX2637,CORREA ANIMAL PRINT T-S AZUL,BUBIMEX,15
V45BBX26502,Correa Nylon Verde  3 positions,BUBIMEX,15
V45BBX2651,ARNES ANIMAL PRINT T-XL FUCSIA,BUBIMEX,15
V45BBX2665,ARNES ANIMAL PRINT T-M BLANCO,BUBIMEX,14
V45BBX2668,CORREA ANIMAL PRINT T-XS BLANCO,BUBIMEX,15
V45BBX2683,ARNES+CORREA ANI PRIN T-XS FUCSI,BUBIMEX,20
V45BBX3060,JUGUETE PAJARO FLECHAS 26 CM.,BUBIMEX,31
V45BBX314,COMEDERO ACERO INOX ANILLO 13 cm,BUBIMEX,5
V45BBX3200,BUBIMEX GUANTE LIMPIADOR PELAJE,BUBIMEX,11
V45BBX3440,CUIDADO CONTORNO DE OJO 50 ML.,BUBIMEX,47
V45BBX349,CEPILLO ADHESIVO,BUBIMEX,29
V45BBX3520,CLICK DE ENTRENAMIENTO,BUBIMEX,24
V45BBX3521,CLICKER CON PULSERA,BUBIMEX,18
V45BBX4280,BURRITO LATEX C/SONAJERO PEQUE¥O,BUBIMEX,7
V45BBX4704,PATO DE FELPA 26 cm,BUBIMEX,10
V45BBX4714,JUGUETE LATEX PERIODICO 18x3 cm.,BUBIMEX,21
V45BBX4957,"BUBICHEF BOWL AZUL 16,5 CM.",BUBIMEX,0
V45BBX536,HUESO PRENSADO GRANEL 21 CM (10u,BUBIMEX,20
V45BBX558,BOLITAS NATURAL CON PULMON 140 U,BUBIMEX,8
V45BBX5617,EXP. BRETZEL POLLO/FRESA 20 U,BUBIMEX,11
V45BBX5624,UNIT COOKIES 20 GR.( 36 Udes),BUBIMEX,5
V45BBX5762,EXP. DONUTS COLAGENO POLLO 48 U,BUBIMEX,4
V45BBX5770,HUESOS DE COLAGENO 11 CM.(2 ud),BUBIMEX,46
V45BBX6050,EXPOSITOR BUBIMEX MADERA CAJAS,BUBIMEX,12
V45BBX6055,EXPOSITOR BUBIMEX VEGGIES 8 UDES,BUBIMEX,3
V45BBX6543,VEGGIES CEPILLO DENTAL T- L 50ud,BUBIMEX,5
V45BBX6850,WRAPS PERRO POLLO Y CORDERO 3 Ud,BUBIMEX,8
V45BBX7121R,OREJA DE CERDO BUBIMEX 1 unidad,BUBIMEX,215
V45BBX7322,TRIPA DE BUEY TRENZADA 40 UDES.,BUBIMEX,15
V45BBX780,FILETS DE CONEJO 100 GR.,BUBIMEX,28
V45BBX78021,PELUCHE ELFO BROMISTA 30 CM.,BUBIMEX,12
V45BBX781,STRIPES TIRAS DE CONEJO 100 GR.,BUBIMEX,48
V45BBX796,FILETS DE POLLO C/BACALAO 100G,BUBIMEX,43
V45BBX7981,TACOS DE SALMON 80 GR.,BUBIMEX,59
V45BBX8053-TIEND,BUBI NATURE DOG JAMON&POLLO 150,BUBIMEX,10
V45BBX8072,BUBI NATURE DOG SOPA BUEY 185 GR,BUBIMEX,63
V45BBX8281,DENTAL + TWISTER 15 CM. 100 GR.,BUBIMEX,25
V45BBX8795,BUBI HELADO BACON Y QUESO 50 GR.,BUBIMEX,436
V45BBX8796,BUBI HELADO BANANA SPLIT 50 GR.,BUBIMEX,439
V45BBX8945,BARRA QUESO YAK 60-80 GR.,BUBIMEX,39
V45BBX8955,QUESO YAK MENTA 100-120 GR.,BUBIMEX,26
V45BBX8998,SOFTIES FITNESS POLLO 120G 8UD,BUBIMEX,40
V45BBX9010,RECARGA HIERBA GATERA 100 GR.,BUBIMEX,72
V45BBX9011,HIERBA GATERA 100 GR.,BUBIMEX,95
V45BBX9024,BUBI NATURE CAT ATUN & POLLO 70g,BUBIMEX,13
V45BBX9031,BUBI NATURE CAT POLLO & QUESO 70,BUBIMEX,16
V45BBX9051,BUBI NATURE CAT CABALLA 70 gr.,BUBIMEX,12
V45BBX9060,BUBI NATURE CAT ATUN&GAMBAS 70G,BUBIMEX,177
V45BBX9061,BUBI NATURE CAT SALM&CABALLA 70G,BUBIMEX,183
V45BBX9231-TIEND,CREAMY CAT ATUN&POLLO 60Gx4 12U,BUBIMEX,15
V45BBX924,CREAMY CAT SALMON&ATUN 60Gx4 12U,BUBIMEX,26
V45BBX9617,RASCADOR CARFTON PLANO CON BORDE,BUBIMEX,15
V45BBX97006,COLCHONETA PLEGABLE IMPERM. 105C,BUBIMEX,10
V45GUS501TIENDA,CAT GUSTAV MOUSSE BUEY 85G,BUBIMEX,-2
V45GUS502,CAT GUSTAV MOUSSE POLLO 85G 12Ud,BUBIMEX,28
V45WILL0120,OPTIMAL SALMON/PESC BLANC 395g,BUBIMEX,24
V45WILL0122,LATA OPTIMAL JUNIOR POLL/COR 395,BUBIMEX,35
V45WILL022,LATA CAT OPTIMAL BUEY 200 GR.,BUBIMEX,42
V45WILL023,LATA CAT OPTIMAL POL/ARENQ  200,BUBIMEX,1
V45WILL030,LATA CAT OPTIMAL JUNIO POLLO 200,BUBIMEX,24
V503051PSRFA67,PILA COLLAR ANTILAD NORMAL RFA67,ARTICULOS VP,4
V50PE75094," PORTA COMEDEROS REGULABLE 2,8",ARTICULOS VP,1
V55JU03300,KONG WOBBLER T-L   12-25 KG.,GLORIA,7
V70118,TABERNIL MUDA  20 ML.,TABERNIL-DAPAC,12
V800133/M,COLCHONETA LETRAS - 3 Unid. T-M,MARTI TORRO,5
V85142000350, FILTRO FONDO RESUN,PECES,3
V93PA3907,Enc.PSITTACUS GENERAL RECOV 700G,PSITTACUS,0
V93PI1410,PSITTACUS FORMULA OMEGA 800 GR.,PSITTACUS,0
V93PI1765,Enc PSITTACUS BREEDER LORO 15Kg,PSITTACUS,0
V984000057,*** PIPOLINO T-XXL,ARTICULOS VP,2
V93PI3000,PSITTACUS PIENSO MICRO 1 KG.,PSITTACUS,7
Z003B,COMISION DAPAC-OTRO FARMACIA 10%,PRODUCTOS FARMACIA S/RECETA,0
ZAAA,COMPRA UNIDAD PRODUCTIVA,,0
ZZZMARS/WHISKAS,MARS - WHISKAS-PEDIGREE,PEDIGREE DOG,0
V33729551,ESSENTIALS HUESITO Y CORAZON 85G,DAPAC PREMIUM SNACK,9
V4151067,COMEDERO SELENE CANARI 2 ud (25),PEDROS,131
V4151251,SEMILLERO 25 uds.,PEDROS,4
V4151747,COMEDERO EXT.CAPILLA 2 uds (25),PEDROS,-4
V421006,CBD ACEITE PERRO MEDIO 700 20ML,CANDIDTAIL,1
V421008,CBD ACEITE PERRO PEQUE¥O 350 MG.,CANDIDTAIL,3
V42795591,CBD BALSAMO MASCOTAS ALMOHAD.etc,CANDIDTAIL,8
V45BBX2045,ENSALADA DE FRUTA 125 gr.,BUBIMEX,19
V45BBX2067,PUENTE DE MADERA 22x10 CM.,BUBIMEX,25
V45BBX25100,Collar Nylon Rojo 15mm 30/45 cm,BUBIMEX,15
V45BBX25202,Collar Nylon Verde 20mm 40/55 cm,BUBIMEX,15
V45BBX25203,Collar Nylon Marron 20mm 40/55 c,BUBIMEX,15
V45BBX26100,Correa Nylon Rojo 20 mm 100 cm,BUBIMEX,15
V45BBX26201,Correa Nylon Negro  25 mm 100 cm,BUBIMEX,15
V45BBX26300,Correa Nylon Rojo 25 mm 37 cm,BUBIMEX,15
V45BBX2642,COLLAR ANIMAL PRINT T-XS FUCSIA,BUBIMEX,13
V45BBX2644,COLLAR ANIMAL PRINT T-M FUCSIA,BUBIMEX,11
V45BBX2645,COLLAR ANIMAL PRINT T-L FUCSIA,BUBIMEX,7
V45BBX2676,COLLAR GATO ANIMAL PRINT GRIS,BUBIMEX,19
V45BBX3075,COLUMPIO PAJARO CON CAMPANA,BUBIMEX,9
V45BBX3280,CHAMPU CACHORROS 250 ML.,BUBIMEX,29
V45BBX3283,CHAMPU ACONDICIONADOR 250 ML,BUBIMEX,13
V45BBX3285,CHAMPU PIELES SENSIBLES 250 ML.,BUBIMEX,18
V45BBX387,BOWL DE BAMBU BLANCO 18 cm.,BUBIMEX,3
V45BBX3998,BOLSA IMPERMEABLE 10 L,BUBIMEX,10
V45BBX4070,BUBIREX DINO HUEVO 10 CM 1 unid.,BUBIMEX,31
V45BBX4078,JUGUETE ULTRA STONG RUBBER HUESO,BUBIMEX,27
V45BBX4661,Pelota de algod¢n reciclado y yu,BUBIMEX,36
V45BBX4763,JUGUETE PELUCHE OVEJITA ROSA&GRI,BUBIMEX,15
V45BBX4821,Cuerda de algod¢n natural t. M 1,BUBIMEX,36
V45BBX4823,Cuerda de algod¢n natural t. XL,BUBIMEX,36
V45BBX4977,BUBICHEF LICKCLOVER ALFOMBRA NAR,BUBIMEX,21
V45BBX517,PALITOS DE POLLO 20 Udes. 38 CM.,BUBIMEX,7
V45BBX5330,HUESO PRENSADO GRANEL 13 CM (15u,BUBIMEX,19
V45BBX541,HUESO NUDO GRANEL 11 CM (25u),BUBIMEX,23
V45BBX5614,EXP.MINI CROISSA POLLO/ARAND 20U,BUBIMEX,9
V45BBX563,BRETZEL 19 CM. 10 Udes.,BUBIMEX,10
V45BBX571,OREJA DE CONEJO CON PATO 50 UDES,BUBIMEX,18
V45BBX606,BUBISNACKS LOVELIES 300 GR.,BUBIMEX,29
V45BBX6112,SALCHICHAS POLLO 10 GR. 200 UDES,BUBIMEX,4
V45BBX7243,OREJAS DE CONEJO SIN PELO 50 UDE,BUBIMEX,21
V45BBX7710,TIRAS DE POLLO 1 KG.,BUBIMEX,12
V45BBX773,FILETS DE POLLO FITNESS 100 GR.,BUBIMEX,25
V45BBX795,PASTA DE POLLO Y PESCADO 70 GR.,BUBIMEX,30
V45BBX8032,BUBI NATURE DOG POLLO&GAMBAS 70g,BUBIMEX,13
V45BBX8055-TIEND,BUBI NATURE DOG POLLO&MANZAN 150,BUBIMEX,11
V45BBX8060,BUBI NATURE DOG ATUN 150 gr.,BUBIMEX,17
V45BBX8850,DENTAL+HUESO ANUDAD ALGAS 25 CM.,BUBIMEX,20
V45BBX893,ASTA NATURAL CIERVO PUPPY T-XS,BUBIMEX,13
V45BBX9023,BUBI NATRE CAT ATUN & QUESO 70 g,BUBIMEX,16
V45BBX9036-TIEND,BUBI NATURE CAT POLLO&HIGADO 70,BUBIMEX,23
V45BBX9071,BUBI NATURE CAT ATUN&GAMBAS 140,BUBIMEX,11
V45BBX9101,DENTAL+STICK CON CATNIP 10 GR.,BUBIMEX,78
V45BBX9695,RASCADOR CARTON ONDULADO 45x24x4,BUBIMEX,8
V45WILL0119,OPTIMAL RENO / BUEY 400 GR.,BUBIMEX,63
V46MFP031705,PROTECTOR SOLAR SPRAY F30 PER/GA,ARTICULOS VP,45
V46MFP091,COLONIA PERRO FRESH 125 ML.,PELUQUERIA Y LIMPIEZA,12
V5031003,EASY WALK ARNES tirones T-S,ROEDOR,1
V6916IDC-AM-1,JULIUS ARNES IDC T-1 AGUA MARINA,ARTICULOS VP,1
V6916IDC-B-B1,JULIUS ARNES IDC T-BABY 1 AZUL,ARTICULOS VP,1
V70122,TABERNIL TOTAL 20 ML.,TABERNIL-DAPAC,16
V45BBX25103,Collar Nylon Marron 15mm 30/45 c,BUBIMEX,15
V45BBX2610,COLLAR ANIMAL PRINT T-XS GRIS,BUBIMEX,14
V45BBX2622,CORREA ANIMAL PRINT T-M GRIS,BUBIMEX,15
V45BBX2623,CORREA ANIMAL PRINT T-L GRIS,BUBIMEX,15
V45BBX26303,Correa Nylon Marron 25 mm 37 cm,BUBIMEX,15
V45BBX26503,Correa Nylon Marron  3 positions,BUBIMEX,15
V45BBX2670,CORREA ANIMAL PRINT COM T-M BLAN,BUBIMEX,13
V45BBX2671,CORREA ANIMAL PRINT COM T-L BLAN,BUBIMEX,15
V45BBX2673,CORREA ANIMAL PRINT TRIPO BLANCO,BUBIMEX,14
V45BBX26902,CORREA MULTIPOSICION AZUL 25X2,BUBIMEX,24
V45BBX3050,JIBIA PARA PAJAROS 12 cm.,BUBIMEX,94
V45BBX3112,COMEDERO / BOTELLA VIAJE 300 ml.,BUBIMEX,22
V45BBX3281,CHAMPU PELO BLANCO 250 ML.,BUBIMEX,8
V45BBX3282,CHAMPU PELO NEGRO 250 ML.,BUBIMEX,11
V45BBX3491,ROLLER PELU ANTIACAROS,BUBIMEX,41
V45BBX3501,BOLSAS HIGIENICAS B&N 4x20,BUBIMEX,12
V45BBX397,"SOPORTE 2 COMEDEROS 4,5L -60 cm",BUBIMEX,4
V45BBX448,PELOTA DE TENIS CON CUERDA,BUBIMEX,19
V45BBX4659,KLYDE JUGUETE CUERDA AZUL T-L,BUBIMEX,13
V45BBX4673,PELOTA CUERDA+4 TENTACULOS 7x32,BUBIMEX,11
V45BBX4738,OSO DE PELUCHE HUGO,BUBIMEX,23
V45BBX4765,PELUCHE RANITA XXL 79 cm.,BUBIMEX,24
V45BBX4766,PELUCHE CERDITO XXL 89 cm,BUBIMEX,22
V45BBX4771,PELUCHE EXTENSIBLE ELEFANTE 47 c,BUBIMEX,23
V45BBX494,DENTAL+ JUGUETE DENTAL TPR 19 cm,BUBIMEX,21
V45BBX512,PALITOS TRENZADOS 9/10 mm x 100,BUBIMEX,15
V45BBX513,PALITOS DE BACALAO 50 unidades,BUBIMEX,15
V45BBX5130,TACOS DE SALMON 50 UDES. 6 CM.,BUBIMEX,23
V45BBX5602,DONUTS DE PATO 8 CM. 20 Udes.,BUBIMEX,20
V45BBX5610,EXP. DONUTS POLLO FRESA 9 CM 10U,BUBIMEX,16
V45BBX566,ROLLS POLLO RELLENOS HIGADO 20U,BUBIMEX,3
V45BBX568,FISHIES HUESO PRENSADO 10C 20U,BUBIMEX,6
V45BBX5772,HUESOS DE COLAGENO 17 CM.(15 ud),BUBIMEX,48
V45BBX607,BROWNIES HUESITOS DE POLLO 300 G,BUBIMEX,22
V45BBX608,BLACKIES HUESITOS DE CORDERO 300,BUBIMEX,30
V45BBX6100,EXPOSITOR BUBIMEX GENERICO CARTO,BUBIMEX,3
V45BBX615,TIRAS DE BUEY 120 gr.,BUBIMEX,16
V45BBX616,TIRAS DE AVE 120 gr.,BUBIMEX,53
V45BBX6610,ACEITE DE SARDINA 500 ML.,BUBIMEX,21
V45BBX6670,POLVO ASTA DE CIERVO 60 GR.,BUBIMEX,27
V45BBX6684,POLVO DE LEVADURA CERVEZA 60 GR.,BUBIMEX,25
V45BBX6687,POLVO DEQUESO DE YAK 400 GR.,BUBIMEX,28
V45BBX7400,TENDON DE BUEY 1 Kg.,BUBIMEX,19
V45BBX745,FILETS BUEY 60 GR.,BUBIMEX,62
V45BBX750,FILETES DE POLLO SMALL DOG 70gr,BUBIMEX,23
V45BBX754,FILETS DE POLLO Y ZANAHORIA 85 G,BUBIMEX,13
V45BBX769,SNACKS POLLO LIOFILIZADO 40 GR.,BUBIMEX,37
V45BBX7762,SNACK ALITAS BARBACOA 170 GR.,BUBIMEX,38
V45BBX78000,JUGUETE PAPA NOEL VINILO 12 CM.,BUBIMEX,26
V45BBX7858,JUGUETE ELEFANTE CON CUERDA,BUBIMEX,24
V45BBX8035-MUEST,MUESTRA BUBI DOG MUSLO POLLO 70,BUBIMEX,-27
V45BBX8055,BUBI NATURE DOG POLLO&MANZAN 150,BUBIMEX,16
V45BBX8061-TIEND,BUBI NATURE DOG ATUN&ALOE V 150g,BUBIMEX,0
V45BBX864,"TRIOS DE POLLO, PATO Y BUEY 100G",BUBIMEX,61
V45BBX873,HUESO RELLENO DE CABRA 12 CM. 2u,BUBIMEX,26
V45BBX879,DUCKIES HELADO PATO Y BUEY 2Ud,BUBIMEX,27
V45BBX8797,BUBI HELADO YOGURT 50 GR.,BUBIMEX,188
V45BBX896,ASTA NATURAL CIERVO T-M,BUBIMEX,11
V45BBX8985,VEGGIES PALITOS DE BONIATO 70 GR,BUBIMEX,35
V45BBX9026-TIEND,BUBI NATURE CAT ATUN & DORADA 70,BUBIMEX,24
V45BBX9034,BUBI NATURE CAT POLLO&CALABA 70,BUBIMEX,15
V45BBX9116,JUGUETE GATO MADERA MATATABI 12C,BUBIMEX,30
V45BBX9233-TIEND,CREAMY CAT KITTEN ATUN 60Gx4,BUBIMEX,5
V45BBX9304,MALTA PARA GATOS MULTIVIT 100 GR,BUBIMEX,15
V45BBX936,FREEZIES POLLO LIOFILIZADO 30GR.,BUBIMEX,64
V45BBX9427,JUGUETE CA¥A GATO CILINDRO,BUBIMEX,14
V45BBX9429,CA¥A GATO CON PELOTAS DE CATNIP,BUBIMEX,24
V45BBX948,JUGUETE GATO C/CAMPANA Y CATNIP,BUBIMEX,6
V45GUS620,DOG GUSTAV PATE CORDERO 300G 18U,BUBIMEX,13
V45BBX8030,BUBI NATURE DOG FILET POLLO 70g,BUBIMEX,20
V45BBX8056,BUBI NATURE DOG POLLO&PAPAYA 150,BUBIMEX,32
V45BBX8057,BUBI NATURE DOG POLLO&PI¥A 150 g,BUBIMEX,18
V45BBX8241,CHICKIES PALITOS POLLO 12C 15 UD,BUBIMEX,5
V45BBX8590,DONUTS COLAGENO POLLO 2 Udes.,BUBIMEX,56
V45BBX8924,ASTA DE GAMO L - 150-225 GR.,BUBIMEX,17
V45BBX8958,QUESO YAK CURCUMA 100-120 GR.,BUBIMEX,28
V45BBX9020-TIEND,BUBI NATURA CAT ATUN&GAMBAS 70g,BUBIMEX,24
V45BBX9032,BUBI NATURE CAT POLLO&GAMBAS 70,BUBIMEX,14
V45BBX9052,BUBI NATURE CAT ATUN&MANGO 70 gr,BUBIMEX,21
V45BBX9115,PESA CON PELOTA DE CATNIP Y MATA,BUBIMEX,47
V45BBX923,CREAMY CAT SALMON 60Gx4 12 UDES.,BUBIMEX,29
V45BBX9230-TIEND,CREAMY SNACKS SALMON&KRILL 60GR,BUBIMEX,8
V45BBX97009,Chaleco salvavidas ajustable lar,BUBIMEX,6
V45GUS640,DOG GUSTAV PATE DE CORD 400 GR.,BUBIMEX,177
V45WILL0102,LATA OPTIMAL JABALI 200 GR.,BUBIMEX,82
V45WILL0116,LATA OPTIMAL CORDERO 400 GR.,BUBIMEX,46
V45WILL0117,LATA OPTIMAL JABALI 400 GR.,BUBIMEX,59
V45WILL021,LATA CAT OPTIMAL CERDO 200 GR.,BUBIMEX,30
